               JobID      State ExitCode    Elapsed                 NodeList 
       20213856_77.0  COMPLETED      0:0   00:39:05                      c76 
         20213856_78  COMPLETED      0:0   00:46:01                     c262 
   20213856_78.batch  COMPLETED      0:0   00:46:01                     c262 
  20213856_78.extern  COMPLETED      0:0   00:46:02                     c262 
       20213856_78.0  COMPLETED      0:0   00:45:56                     c262 
         20213856_79     FAILED      1:0   00:00:20                     c277 
   20213856_79.batch     FAILED      1:0   00:00:20                     c277 
  20213856_79.extern  COMPLETED      0:0   00:00:20                     c277 
       20213856_79.0 CANCELLED+      0:9   00:00:07                     c277 
       20213856_79.1 CANCELLED+      0:9   00:00:08                     c277 
         20213856_80  COMPLETED      0:0   00:34:53                     c319 
   20213856_80.batch  COMPLETED      0:0   00:34:53                     c319 
  20213856_80.extern  COMPLETED      0:0   00:34:53                     c319 
       20213856_80.0  COMPLETED      0:0   00:34:48                     c319 
         20213856_81  COMPLETED      0:0   00:40:45                     c329 
   20213856_81.batch  COMPLETED      0:0   00:40:45                     c329 
  20213856_81.extern  COMPLETED      0:0   00:40:45                     c329 
       20213856_81.0  COMPLETED      0:0   00:40:40                     c329 
         20213856_82  COMPLETED      0:0   00:42:05                      c67 
   20213856_82.batch  COMPLETED      0:0   00:42:05                      c67 
  20213856_82.extern  COMPLETED      0:0   00:42:05                      c67 
       20213856_82.0  COMPLETED      0:0   00:42:00                      c67 
         20213856_83  COMPLETED      0:0   00:39:41                     c277 
   20213856_83.batch  COMPLETED      0:0   00:39:41                     c277 
  20213856_83.extern  COMPLETED      0:0   00:39:41                     c277 
       20213856_83.0  COMPLETED      0:0   00:39:36                     c277 
         20213856_84     FAILED      1:0   00:00:22                     c289 
   20213856_84.batch     FAILED      1:0   00:00:22                     c289 
  20213856_84.extern  COMPLETED      0:0   00:00:22                     c289 
       20213856_84.0 CANCELLED+      0:9   00:00:07                     c289 
       20213856_84.1 CANCELLED+      0:9   00:00:07                     c289 
         20213856_85  COMPLETED      0:0   00:38:58                     c371 
   20213856_85.batch  COMPLETED      0:0   00:38:58                     c371 
  20213856_85.extern  COMPLETED      0:0   00:38:58                     c371 
       20213856_85.0  COMPLETED      0:0   00:38:53                     c371 
         20213856_86  COMPLETED      0:0   00:40:16                     c381 
   20213856_86.batch  COMPLETED      0:0   00:40:16                     c381 
  20213856_86.extern  COMPLETED      0:0   00:40:16                     c381 
       20213856_86.0  COMPLETED      0:0   00:40:11                     c381 
         20213856_87  COMPLETED      0:0   00:35:59                     c390 
   20213856_87.batch  COMPLETED      0:0   00:35:59                     c390 
  20213856_87.extern  COMPLETED      0:0   00:35:59                     c390 
       20213856_87.0  COMPLETED      0:0   00:35:54                     c390 
         20213856_88  COMPLETED      0:0   00:38:40                      c80 
   20213856_88.batch  COMPLETED      0:0   00:38:40                      c80 
  20213856_88.extern  COMPLETED      0:0   00:38:40                      c80 
       20213856_88.0  COMPLETED      0:0   00:38:35                      c80 
         20213856_89  COMPLETED      0:0   00:43:07                     c289 
   20213856_89.batch  COMPLETED      0:0   00:43:07                     c289 
  20213856_89.extern  COMPLETED      0:0   00:43:07                     c289 
       20213856_89.0  COMPLETED      0:0   00:43:02                     c289 
         20213856_90  COMPLETED      0:0   00:42:54                     c299 
   20213856_90.batch  COMPLETED      0:0   00:42:54                     c299 
  20213856_90.extern  COMPLETED      0:0   00:42:54                     c299 
       20213856_90.0  COMPLETED      0:0   00:42:49                     c299 
         20213856_91  COMPLETED      0:0   00:34:40                     c325 
   20213856_91.batch  COMPLETED      0:0   00:34:40                     c325 
  20213856_91.extern  COMPLETED      0:0   00:34:40                     c325 
       20213856_91.0  COMPLETED      0:0   00:34:35                     c325 
         20213856_92  COMPLETED      0:0   00:39:45                     c341 
   20213856_92.batch  COMPLETED      0:0   00:39:45                     c341 
  20213856_92.extern  COMPLETED      0:0   00:39:45                     c341 
       20213856_92.0  COMPLETED      0:0   00:39:40                     c341 
         20213856_93  COMPLETED      0:0   00:52:00                     c644 
   20213856_93.batch  COMPLETED      0:0   00:52:00                     c644 
  20213856_93.extern  COMPLETED      0:0   00:52:00                     c644 
       20213856_93.0  COMPLETED      0:0   00:51:55                     c644 
         20213856_94  COMPLETED      0:0   00:36:07                     c670 
   20213856_94.batch  COMPLETED      0:0   00:36:07                     c670 
  20213856_94.extern  COMPLETED      0:0   00:36:07                     c670 
       20213856_94.0  COMPLETED      0:0   00:36:02                     c670 
         20213856_95     FAILED      1:0   00:00:22                     c684 
   20213856_95.batch     FAILED      1:0   00:00:22                     c684 
  20213856_95.extern  COMPLETED      0:0   00:00:22                     c684 
       20213856_95.0 CANCELLED+      0:9   00:00:10                     c684 
       20213856_95.1 CANCELLED+      0:9   00:00:07                     c684 
         20213856_96  COMPLETED      0:0   00:43:26                     c684 
   20213856_96.batch  COMPLETED      0:0   00:43:26                     c684 
  20213856_96.extern  COMPLETED      0:0   00:43:26                     c684 
