E_minus_EF_eV,QE_dosx_DOS_states_eV-1_cell-1,BoltzTraP2_DOS_states_eV-1_cell-1,BoltzTraP2_DOS_broadened_states_eV-1_cell-1
5.139999999999762537e+00,2.019196385979345010e+01,2.663743414282431488e+01,1.913009793020777138e+01
5.159999999999762110e+00,2.104509418699423762e+01,1.833572804747914731e+01,1.969128228118448121e+01
5.179999999999761684e+00,2.148995354591585283e+01,1.607617775711770847e+01,2.007687634601973059e+01
5.199999999999761258e+00,2.159827096827916648e+01,2.544310382970518347e+01,2.031754722584410899e+01
5.219999999999760831e+00,2.150481290483749675e+01,2.373806347946866069e+01,2.046562194572619120e+01
5.239999999999760405e+00,2.138088774290249816e+01,1.189084784146617046e+01,2.056287479473136415e+01
5.259999999999759979e+00,2.130827096827916733e+01,1.533087421767714176e+01,2.062534945667386665e+01
5.279999999999759552e+00,2.121915871118167729e+01,2.568240570308163484e+01,2.064888833073895924e+01
5.299999999999759126e+00,2.099658839064252192e+01,3.156070985863716771e+01,2.062734870261421349e+01
5.319999999999758700e+00,2.062313032720086170e+01,2.428839130996577467e+01,2.056612133743578497e+01
5.339999999999758273e+00,2.027135484139584776e+01,1.121925630931402829e+01,2.047864478403677069e+01
5.359999999999757847e+00,2.016911225709748834e+01,1.130876319685273401e+01,2.036454586746467399e+01
5.379999999999757421e+00,2.035906580301328361e+01,2.003141812140513878e+01,2.018670696009072785e+01
5.399999999999756994e+00,2.062257032053913619e+01,2.676087911872354042e+01,1.986681682327179033e+01
5.419999999999756568e+00,2.061700903505170501e+01,2.915377362361622815e+01,1.930750944165356842e+01
5.439999999999756142e+00,2.015710194322013749e+01,1.843537330420692300e+01,1.843133705518258125e+01
5.459999999999755715e+00,1.933280259096023102e+01,1.868111530937851938e+01,1.721615182946211675e+01
5.479999999999755289e+00,1.842495226709020173e+01,1.880421358006985955e+01,1.570785302971036934e+01
5.499999999999754863e+00,1.775878452085677495e+01,1.632737517487046475e+01,1.400643295780416153e+01
5.519999999999754436e+00,1.756649548247413151e+01,7.106521223552961786e+00,1.223386302509785217e+01
5.539999999999754010e+00,1.794420644409143506e+01,6.956227175659953410e+00,1.049953478446590793e+01
5.559999999999753584e+00,1.881803869785796834e+01,7.128923289210935543e+00,8.878295766003967415e+00
5.579999999999753157e+00,1.994845934226711393e+01,8.583486006345465213e+00,7.407492106760757089e+00
5.599999999999752731e+00,2.100112257097466895e+01,6.885957537168890141e+00,6.098504176760234152e+00
5.619999999999752305e+00,2.168383225376650003e+01,5.815070766740422670e+00,4.953309406208612486e+00
5.639999999999751878e+00,2.185350451752588796e+01,1.016437778351643617e+00,3.975725771067493142e+00
5.659999999999751452e+00,2.152794323203857729e+01,1.127673380794007862e-01,3.172649820865359960e+00
5.679999999999751026e+00,2.079149420364876377e+01,1.421304244710592135e+00,2.547780781293830010e+00
5.699999999999750599e+00,1.973415743235645081e+01,1.421304244710592135e+00,2.093922719690318068e+00
5.719999999999750173e+00,1.844158711181738042e+01,1.421304244710592135e+00,1.789952074349177247e+00
5.739999999999749747e+00,1.699378324203160062e+01,1.421304244710592135e+00,1.604267236380284123e+00
5.759999999999749321e+00,1.550116646740830539e+01,1.421304244710592135e+00,1.501773441244020235e+00
5.779999999999748894e+00,1.407897033719414637e+01,1.421304244710592135e+00,1.451208437544809327e+00
5.799999999999748468e+00,1.276242840063575379e+01,1.421304244710592135e+00,1.428891259601555941e+00
5.819999999999748042e+00,1.150242840063575400e+01,1.421304244710592135e+00,1.419146855645772476e+00
5.839999999999747615e+00,1.020070865973180929e+01,1.421304244710592135e+00,1.412181868933159334e+00
5.859999999999747189e+00,8.787344015988946211e+00,1.421304244710592135e+00,1.401580751078422171e+00
5.879999999999746763e+00,7.276311242364974952e+00,1.421304244710592135e+00,1.381779698962557257e+00
5.899999999999746336e+00,5.773119757559165066e+00,1.421304244710592135e+00,1.346839660394424154e+00
5.919999999999745910e+00,4.423853690453415588e+00,1.421304244710592135e+00,1.290393413152857383e+00
5.939999999999745484e+00,3.358176525520466971e+00,1.421304244710592135e+00,1.206995211665150114e+00
5.959999999999745057e+00,2.635410586297241231e+00,1.421304244710592135e+00,1.094030127978045330e+00
5.979999999999744631e+00,2.222401551245372975e+00,1.421304244710592135e+00,9.537523540935358701e-01
5.999999999999744205e+00,2.009420388644111544e+00,1.421304244710592135e+00,7.940387332897282935e-01
