mu_minus_EF_eV,S_300K_uV_K-1,S_400K_uV_K-1,S_500K_uV_K-1,S_600K_uV_K-1,S_700K_uV_K-1,S_800K_uV_K-1,S_900K_uV_K-1
-3.015441766015025116e-01,2.694080000000000297e+01,3.533189999999999742e+01,4.277660000000000196e+01,4.926899999999999835e+01,5.482690000000000197e+01,5.945889999999999986e+01,6.320759999999999224e+01
-2.886187681346580880e-01,2.897850000000000037e+01,3.840100000000000335e+01,4.651069999999999993e+01,5.342450000000000188e+01,5.925939999999999941e+01,6.407569999999999766e+01,6.793989999999999441e+01
-2.757069653609371396e-01,3.141929999999999978e+01,4.182979999999999876e+01,5.052669999999999817e+01,5.781220000000000425e+01,6.388960000000000150e+01,6.886359999999999104e+01,7.282160000000000366e+01
-2.627951625872145813e-01,3.451169999999999760e+01,4.569989999999999952e+01,5.486350000000000193e+01,6.245749999999999602e+01,6.873760000000000048e+01,7.383889999999999532e+01,7.786589999999999634e+01
-2.498697541203717121e-01,3.848230000000000217e+01,5.005570000000000164e+01,5.954010000000000247e+01,6.737659999999999627e+01,7.381880000000001019e+01,7.901579999999999870e+01,8.308480000000000132e+01
-2.369579513466492093e-01,4.337349999999999994e+01,5.488359999999999417e+01,6.455400000000000205e+01,7.257640000000000668e+01,7.914449999999999363e+01,8.440649999999999409e+01,8.848949999999999250e+01
-2.240325428798048135e-01,4.890129999999999910e+01,6.010309999999999775e+01,6.988439999999999941e+01,7.805720000000000880e+01,8.472289999999999566e+01,9.002130000000001075e+01,9.409000000000000341e+01
-2.111207401060838373e-01,5.450699999999999790e+01,6.558330000000000837e+01,7.549909999999999854e+01,8.381600000000000250e+01,9.056040000000000134e+01,9.586979999999999791e+01,9.989599999999998658e+01
-1.981953316392394415e-01,5.967310000000000514e+01,7.119060000000000343e+01,8.136669999999999447e+01,8.985060000000000002e+01,9.666440000000000055e+01,1.019620000000000033e+02,1.059170000000000016e+02
-1.852835288655184376e-01,6.422180000000000177e+01,7.684299999999998931e+01,8.746880000000000166e+01,9.616450000000000387e+01,1.030439999999999969e+02,1.083070000000000022e+02,1.121610000000000014e+02
-1.723717260917974337e-01,6.832070000000000221e+01,8.253670000000001039e+01,9.380870000000000175e+01,1.027690000000000055e+02,1.097129999999999939e+02,1.149170000000000016e+02,1.186379999999999910e+02
